param,repetition,real_time,user_time,sys_time,max_memory,real_time_mean,real_time_ci,user_time_mean,sys_time_mean,max_memory_mean
,1,0.0,0.0,0.0,1076.0,0.0,0.0,0.0,0.0,972.0
,2,0.0,0.0,0.0,952.0,0.0,0.0,0.0,0.0,972.0
,3,0.0,0.0,0.0,888.0,0.0,0.0,0.0,0.0,972.0
