param,repetition,real_time,user_time,sys_time,max_memory,real_time_mean,user_time_mean,sys_time_mean,max_memory_mean
10,1,0.02,0.02,0.0,1316.0,0.02,0.02,0.0,1350.6666666666667
10,2,0.02,0.02,0.0,1372.0,0.02,0.02,0.0,1350.6666666666667
10,3,0.02,0.02,0.0,1364.0,0.02,0.02,0.0,1350.6666666666667
14,1,12.31,12.29,0.0,1376.0,12.303333333333333,12.28,0.0,1372.0
14,2,12.24,12.22,0.0,1364.0,12.303333333333333,12.28,0.0,1372.0
14,3,12.36,12.33,0.0,1376.0,12.303333333333333,12.28,0.0,1372.0
