param,repetition,real_time,user_time,sys_time,max_memory,real_time_mean,user_time_mean,sys_time_mean,max_memory_mean
,1,0.0,0.0,0.0,1076.0,0.0,0.0,0.0,950.6666666666666
,2,0.0,0.0,0.0,888.0,0.0,0.0,0.0,950.6666666666666
,3,0.0,0.0,0.0,888.0,0.0,0.0,0.0,950.6666666666666
