param,repetition,real_time,user_time,sys_time,max_memory,real_time_mean,user_time_mean,sys_time_mean,max_memory_mean
chr10a,1,0.25,0.0,0.03,1436.0,0.24666666666666667,0.0,0.03,1413.3333333333333
chr10a,2,0.24,0.0,0.03,1364.0,0.24666666666666667,0.0,0.03,1413.3333333333333
chr10a,3,0.25,0.0,0.03,1440.0,0.24666666666666667,0.0,0.03,1413.3333333333333
chr12a,1,0.25,0.01,0.02,1464.0,0.24333333333333332,0.0033333333333333335,0.026666666666666665,1413.3333333333333
chr12a,2,0.24,0.0,0.03,1360.0,0.24333333333333332,0.0033333333333333335,0.026666666666666665,1413.3333333333333
chr12a,3,0.24,0.0,0.03,1416.0,0.24333333333333332,0.0033333333333333335,0.026666666666666665,1413.3333333333333
