param,repetition,real_time,user_time,sys_time,max_memory,real_time_mean,user_time_mean,sys_time_mean,max_memory_mean
,1,2.55,2.55,0.0,1912.0,2.5533333333333332,2.5533333333333332,0.0,1901.3333333333333
,2,2.56,2.56,0.0,1888.0,2.5533333333333332,2.5533333333333332,0.0,1901.3333333333333
,3,2.55,2.55,0.0,1904.0,2.5533333333333332,2.5533333333333332,0.0,1901.3333333333333
